SiteCode,Plot,Competition,Rodents,Trt,Species,Fecundity,SeedSize_mg,Graminoid,Litterdepth,Year,numb,prec1,prod_m2
BU,313,+,+,++,HEVI,5177,0.581626,50,52.16666667,Adults_Y3,NA,NA,382
BU,313,+,+,++,LIRU,138,31.084,50,52.16666667,Seedlings,9,0.065217391,382
BU,313,+,+,++,LIRU,138,31.084,50,52.16666667,Adults_Y3,NA,NA,382
BU,313,+,+,++,LOTR,37,3.652,50,52.16666667,Seedlings,3,0.080357143,382
BU,313,+,+,++,LOTR,37,3.652,50,52.16666667,Adults_Y3,NA,NA,382
BU,313,+,+,++,LUSE,78,20.92,50,52.16666667,Seedlings,3,0.038461538,382
BU,313,+,+,++,LUSE,78,20.92,50,52.16666667,Adults_Y3,NA,NA,382
BU,313,+,+,++,PEPR,926,0.046,50,52.16666667,Seedlings,0,0,382
BU,313,+,+,++,PEPR,926,0.046,50,52.16666667,Adults_Y3,NA,NA,382
BU,313,+,+,++,POGL,12587,0.0956,50,52.16666667,Seedlings,24,0.001906756,382
BU,313,+,+,++,POGL,12587,0.0956,50,52.16666667,Adults_Y3,NA,NA,382
BU,313,+,+,++,ZIVE,290,1.375,50,52.16666667,Seedlings,9,0.031017595,382
BU,313,+,+,++,ZIVE,290,1.375,50,52.16666667,Adults_Y3,NA,NA,382
BU,316,-,+,-+,ACMI,1277,0.0884,10,22.91666667,Seedlings,5,0.003915427,382
BU,316,-,+,-+,ACMI,1277,0.0884,10,22.91666667,Adults_Y3,NA,NA,382
BU,316,-,+,-+,ANMI,1244,0.0441,10,22.91666667,Seedlings,0,0,382
BU,316,-,+,-+,ANMI,1244,0.0441,10,22.91666667,Adults_Y3,NA,NA,382
BU,316,-,+,-+,ARLU,4919,0.14,10,22.91666667,Seedlings,2,0.00040659,382
BU,316,-,+,-+,ARLU,4919,0.14,10,22.91666667,Adults_Y3,NA,NA,382
BU,316,-,+,-+,ARSO,59,0.752,10,22.91666667,Seedlings,0,0,382
BU,316,-,+,-+,ARSO,59,0.752,10,22.91666667,Adults_Y3,NA,NA,382
BU,316,-,+,-+,BASA,150,8.328,10,22.91666667,Seedlings,1,0.006666667,382
BU,316,-,+,-+,BASA,150,8.328,10,22.91666667,Adults_Y3,NA,NA,382
BU,316,-,+,-+,ERPU,6629,0.0689,10,22.91666667,Seedlings,10,0.001508553,382
BU,316,-,+,-+,ERPU,6629,0.0689,10,22.91666667,Adults_Y3,NA,NA,382
BU,316,-,+,-+,ERUM,494,2.164286,10,22.91666667,Seedlings,96,0.194457948,382
BU,316,-,+,-+,ERUM,494,2.164286,10,22.91666667,Adults_Y3,NA,NA,382
BU,316,-,+,-+,GAAR,230,3.92,10,22.91666667,Seedlings,0,0,382
BU,316,-,+,-+,GAAR,230,3.92,10,22.91666667,Adults_Y3,NA,NA,382
BU,316,-,+,-+,GETR,127,1.354558,10,22.91666667,Seedlings,0,0,382
BU,316,-,+,-+,GETR,127,1.354558,10,22.91666667,Adults_Y3,NA,NA,382
BU,316,-,+,-+,GEVI,36,8.68,10,22.91666667,Seedlings,7,0.19648149,382
BU,316,-,+,-+,GEVI,36,8.68,10,22.91666667,Adults_Y3,NA,NA,382
BU,316,-,+,-+,HEVI,5177,0.581626,10,22.91666667,Seedlings,74,0.014293557,382
BU,316,-,+,-+,HEVI,5177,0.581626,10,22.91666667,Adults_Y3,NA,NA,382
BU,316,-,+,-+,LIRU,138,31.084,10,22.91666667,Seedlings,0,0,382
BU,316,-,+,-+,LIRU,138,31.084,10,22.91666667,Adults_Y3,NA,NA,382
BU,316,-,+,-+,LOTR,37,3.652,10,22.91666667,Seedlings,2,0.053571429,382
BU,316,-,+,-+,LOTR,37,3.652,10,22.91666667,Adults_Y3,NA,NA,382
BU,316,-,+,-+,LUSE,78,20.92,10,22.91666667,Seedlings,1,0.012820513,382
BU,316,-,+,-+,LUSE,78,20.92,10,22.91666667,Adults_Y3,NA,NA,382
BU,316,-,+,-+,PEPR,926,0.046,10,22.91666667,Seedlings,1,0.001079501,382
BU,316,-,+,-+,PEPR,926,0.046,10,22.91666667,Adults_Y3,NA,NA,382
BU,316,-,+,-+,POGL,12587,0.0956,10,22.91666667,Seedlings,10,0.000794482,382
BU,316,-,+,-+,POGL,12587,0.0956,10,22.91666667,Adults_Y3,NA,NA,382
BU,316,-,+,-+,ZIVE,290,1.375,10,22.91666667,Seedlings,0,0,382
BU,316,-,+,-+,ZIVE,290,1.375,10,22.91666667,Adults_Y3,NA,NA,382
BU,326,+,-,+-,ACMI,1277,0.0884,90,16.25,Seedlings,11,0.008613939,382
BU,326,+,-,+-,ACMI,1277,0.0884,90,16.25,Adults_Y3,NA,NA,382
BU,326,+,-,+-,ANMI,1244,0.0441,90,16.25,Seedlings,8,0.006428519,382
BU,326,+,-,+-,ANMI,1244,0.0441,90,16.25,Adults_Y3,NA,NA,382
BU,326,+,-,+-,ARLU,4919,0.14,90,16.25,Seedlings,104,0.021142675,382
BU,326,+,-,+-,ARLU,4919,0.14,90,16.25,Adults_Y3,NA,NA,382
BU,326,+,-,+-,ARSO,59,0.752,90,16.25,Seedlings,2,0.033730159,382
BU,326,+,-,+-,ARSO,59,0.752,90,16.25,Adults_Y3,NA,NA,382
BU,326,+,-,+-,BASA,150,8.328,90,16.25,Seedlings,9,0.06,382
BU,326,+,-,+-,BASA,150,8.328,90,16.25,Adults_Y3,NA,NA,382
BU,326,+,-,+-,ERPU,6629,0.0689,90,16.25,Seedlings,5,0.000754276,382
BU,326,+,-,+-,ERPU,6629,0.0689,90,16.25,Adults_Y3,NA,NA,382
BU,326,+,-,+-,ERUM,494,2.164286,90,16.25,Seedlings,92,0.186355534,382
BU,326,+,-,+-,ERUM,494,2.164286,90,16.25,Adults_Y3,NA,NA,382
BU,326,+,-,+-,GAAR,230,3.92,90,16.25,Seedlings,12,0.052173913,382
BU,326,+,-,+-,GAAR,230,3.92,90,16.25,Adults_Y3,NA,NA,382
BU,326,+,-,+-,GETR,127,1.354558,90,16.25,Seedlings,10,0.078900179,382
BU,326,+,-,+-,GETR,127,1.354558,90,16.25,Adults_Y3,NA,NA,382
BU,326,+,-,+-,GEVI,36,8.68,90,16.25,Seedlings,10,0.280687843,382
BU,326,+,-,+-,GEVI,36,8.68,90,16.25,Adults_Y3,NA,NA,382
BU,326,+,-,+-,HEVI,5177,0.581626,90,16.25,Seedlings,143,0.027621333,382
BU,326,+,-,+-,HEVI,5177,0.581626,90,16.25,Adults_Y3,NA,NA,382
BU,326,+,-,+-,LIRU,138,31.084,90,16.25,Seedlings,55,0.398550725,382
BU,326,+,-,+-,LIRU,138,31.084,90,16.25,Adults_Y3,NA,NA,382
BU,326,+,-,+-,LOTR,37,3.652,90,16.25,Seedlings,0,0,382
BU,326,+,-,+-,LOTR,37,3.652,90,16.25,Adults_Y3,NA,NA,382
BU,326,+,-,+-,LUSE,78,20.92,90,16.25,Seedlings,31,0.397435897,382
BU,326,+,-,+-,LUSE,78,20.92,90,16.25,Adults_Y3,NA,NA,382
BU,326,+,-,+-,PEPR,926,0.046,90,16.25,Seedlings,2,0.002159001,382
BU,326,+,-,+-,PEPR,926,0.046,90,16.25,Adults_Y3,NA,NA,382
BU,326,+,-,+-,POGL,12587,0.0956,90,16.25,Seedlings,50,0.003972408,382
BU,326,+,-,+-,POGL,12587,0.0956,90,16.25,Adults_Y3,NA,NA,382
BU,326,+,-,+-,ZIVE,290,1.375,90,16.25,Seedlings,37,0.127516779,382
BU,326,+,-,+-,ZIVE,290,1.375,90,16.25,Adults_Y3,NA,NA,382
BU,329,-,-,--,ACMI,1277,0.0884,10,22,Seedlings,35,0.027407987,382
BU,329,-,-,--,ACMI,1277,0.0884,10,22,Adults_Y3,NA,NA,382
BU,329,-,-,--,ANMI,1244,0.0441,10,22,Seedlings,1,0.000803565,382
BU,329,-,-,--,ANMI,1244,0.0441,10,22,Adults_Y3,NA,NA,382
BU,329,-,-,--,ARLU,4919,0.14,10,22,Seedlings,22,0.004472489,382
BU,329,-,-,--,ARLU,4919,0.14,10,22,Adults_Y3,NA,NA,382
BU,329,-,-,--,ARSO,59,0.752,10,22,Seedlings,0,0,382
BU,329,-,-,--,ARSO,59,0.752,10,22,Adults_Y3,NA,NA,382
BU,329,-,-,--,BASA,150,8.328,10,22,Seedlings,9,0.06,382
BU,329,-,-,--,BASA,150,8.328,10,22,Adults_Y3,NA,NA,382
BU,329,-,-,--,ERPU,6629,0.0689,10,22,Seedlings,25,0.003771382,382
BU,329,-,-,--,ERPU,6629,0.0689,10,22,Adults_Y3,NA,NA,382
BU,329,-,-,--,ERUM,494,2.164286,10,22,Seedlings,141,0.285610112,382
BU,329,-,-,--,ERUM,494,2.164286,10,22,Adults_Y3,NA,NA,382
BU,329,-,-,--,GAAR,230,3.92,10,22,Seedlings,29,0.126086957,382
BU,329,-,-,--,GAAR,230,3.92,10,22,Adults_Y3,NA,NA,382
BU,329,-,-,--,GETR,127,1.354558,10,22,Seedlings,1,0.007890018,382
BU,329,-,-,--,GETR,127,1.354558,10,22,Adults_Y3,NA,NA,382
BU,329,-,-,--,GEVI,36,8.68,10,22,Seedlings,5,0.140343922,382
BU,329,-,-,--,GEVI,36,8.68,10,22,Adults_Y3,NA,NA,382
BU,329,-,-,--,HEVI,5177,0.581626,10,22,Seedlings,285,0.055049509,382
BU,329,-,-,--,HEVI,5177,0.581626,10,22,Adults_Y3,NA,NA,382
BU,329,-,-,--,LIRU,138,31.084,10,22,Seedlings,47,0.34057971,382
BU,329,-,-,--,LIRU,138,31.084,10,22,Adults_Y3,NA,NA,382
BU,329,-,-,--,LOTR,37,3.652,10,22,Seedlings,2,0.053571429,382
BU,329,-,-,--,LOTR,37,3.652,10,22,Adults_Y3,NA,NA,382
BU,329,-,-,--,LUSE,78,20.92,10,22,Seedlings,35,0.448717949,382
BU,329,-,-,--,LUSE,78,20.92,10,22,Adults_Y3,NA,NA,382
BU,329,-,-,--,PEPR,926,0.046,10,22,Seedlings,4,0.004318003,382
BU,329,-,-,--,PEPR,926,0.046,10,22,Adults_Y3,NA,NA,382
BU,329,-,-,--,POGL,12587,0.0956,10,22,Seedlings,127,0.010089917,382
BU,329,-,-,--,POGL,12587,0.0956,10,22,Adults_Y3,NA,NA,382
BU,329,-,-,--,ZIVE,290,1.375,10,22,Seedlings,21,0.072374388,382
BU,329,-,-,--,ZIVE,290,1.375,10,22,Adults_Y3,NA,NA,382
BF,128,+,+,++,ACMI,1277,0.0884,50,33.5,Seedlings,4,0.003132341,382
BF,128,+,+,++,ACMI,1277,0.0884,50,33.5,Adults_Y3,3,0.002349256,382
BF,128,+,+,++,ANMI,1244,0.0441,50,33.5,Seedlings,0,0,382
BF,128,+,+,++,ANMI,1244,0.0441,50,33.5,Adults_Y3,0,0,382
BF,128,+,+,++,ARLU,4919,0.14,50,33.5,Seedlings,1,0.000203295,382
BF,128,+,+,++,ARLU,4919,0.14,50,33.5,Adults_Y3,0,0,382
BF,128,+,+,++,ARSO,59,0.752,50,33.5,Seedlings,2,0.033730159,382
BF,128,+,+,++,ARSO,59,0.752,50,33.5,Adults_Y3,1,0.016865079,382
BF,128,+,+,++,BASA,150,8.328,50,33.5,Seedlings,8,0.053333333,382
BF,128,+,+,++,BASA,150,8.328,50,33.5,Adults_Y3,2,0.013333333,382
BF,128,+,+,++,ERPU,6629,0.0689,50,33.5,Seedlings,12,0.001810263,382
BF,128,+,+,++,ERPU,6629,0.0689,50,33.5,Adults_Y3,0,0,382
BF,128,+,+,++,ERUM,494,2.164286,50,33.5,Seedlings,52,0.105331389,382
BF,128,+,+,++,ERUM,494,2.164286,50,33.5,Adults_Y3,10,0.020256036,382
BF,128,+,+,++,GAAR,230,3.92,50,33.5,Seedlings,8,0.034782609,382
BF,128,+,+,++,GAAR,230,3.92,50,33.5,Adults_Y3,3,0.013043478,382
BF,128,+,+,++,GETR,127,1.354558,50,33.5,Seedlings,5,0.03945009,382
BF,128,+,+,++,GETR,127,1.354558,50,33.5,Adults_Y3,1,0.007890018,382
BF,128,+,+,++,GEVI,36,8.68,50,33.5,Seedlings,10,0.280687843,382
BF,128,+,+,++,GEVI,36,8.68,50,33.5,Adults_Y3,5,0.140343922,382
BF,128,+,+,++,HEVI,5177,0.581626,50,33.5,Seedlings,192,0.037085985,382
BF,128,+,+,++,HEVI,5177,0.581626,50,33.5,Adults_Y3,0,0,382
BF,128,+,+,++,LIRU,138,31.084,50,33.5,Seedlings,12,0.086956522,382
BF,128,+,+,++,LIRU,138,31.084,50,33.5,Adults_Y3,1,0.007246377,382
BF,128,+,+,++,LOTR,37,3.652,50,33.5,Seedlings,3,0.080357143,382
BF,128,+,+,++,LOTR,37,3.652,50,33.5,Adults_Y3,2,0.053571429,382
BF,128,+,+,++,LUSE,78,20.92,50,33.5,Seedlings,8,0.102564103,382
BF,128,+,+,++,LUSE,78,20.92,50,33.5,Adults_Y3,5,0.064102564,382
BF,128,+,+,++,PEPR,926,0.046,50,33.5,Seedlings,3,0.003238502,382
BF,128,+,+,++,PEPR,926,0.046,50,33.5,Adults_Y3,1,0.001079501,382
BF,128,+,+,++,POGL,12587,0.0956,50,33.5,Seedlings,7,0.000556137,382
BF,128,+,+,++,POGL,12587,0.0956,50,33.5,Adults_Y3,0,0,382
BF,128,+,+,++,ZIVE,290,1.375,50,33.5,Seedlings,39,0.134409577,382
BF,128,+,+,++,ZIVE,290,1.375,50,33.5,Adults_Y3,7,0.024124796,382
BF,133,-,+,-+,ACMI,1277,0.0884,1,25.83333333,Seedlings,4,0.003132341,382
BF,133,-,+,-+,ACMI,1277,0.0884,1,25.83333333,Adults_Y3,2,0.001566171,382
BF,133,-,+,-+,ANMI,1244,0.0441,1,25.83333333,Seedlings,0,0,382
BF,133,-,+,-+,ANMI,1244,0.0441,1,25.83333333,Adults_Y3,0,0,382
BF,133,-,+,-+,ARLU,4919,0.14,1,25.83333333,Seedlings,0,0,382
BF,133,-,+,-+,ARLU,4919,0.14,1,25.83333333,Adults_Y3,0,0,382
BF,133,-,+,-+,ARSO,59,0.752,1,25.83333333,Seedlings,1,0.016865079,382
BF,133,-,+,-+,ARSO,59,0.752,1,25.83333333,Adults_Y3,0,0,382
BF,133,-,+,-+,BASA,150,8.328,1,25.83333333,Seedlings,11,0.073333333,382
BF,133,-,+,-+,BASA,150,8.328,1,25.83333333,Adults_Y3,1,0.006666667,382
BF,133,-,+,-+,ERPU,6629,0.0689,1,25.83333333,Seedlings,3,0.000452566,382
BF,133,-,+,-+,ERPU,6629,0.0689,1,25.83333333,Adults_Y3,1,0.000150855,382
BF,133,-,+,-+,ERUM,494,2.164286,1,25.83333333,Seedlings,143,0.289661319,382
BF,133,-,+,-+,ERUM,494,2.164286,1,25.83333333,Adults_Y3,84,0.170150705,382
BF,133,-,+,-+,GAAR,230,3.92,1,25.83333333,Seedlings,5,0.02173913,382
BF,133,-,+,-+,GAAR,230,3.92,1,25.83333333,Adults_Y3,2,0.008695652,382
BF,133,-,+,-+,GETR,127,1.354558,1,25.83333333,Seedlings,9,0.071010161,382
BF,133,-,+,-+,GETR,127,1.354558,1,25.83333333,Adults_Y3,2,0.015780036,382
BF,133,-,+,-+,GEVI,36,8.68,1,25.83333333,Seedlings,3,0.084206353,382
BF,133,-,+,-+,GEVI,36,8.68,1,25.83333333,Adults_Y3,2,0.056137569,382
BF,133,-,+,-+,HEVI,5177,0.581626,1,25.83333333,Seedlings,104,0.020088242,382
BF,133,-,+,-+,HEVI,5177,0.581626,1,25.83333333,Adults_Y3,18,0.003476811,382
BF,133,-,+,-+,LIRU,138,31.084,1,25.83333333,Seedlings,24,0.173913043,382
BF,133,-,+,-+,LIRU,138,31.084,1,25.83333333,Adults_Y3,17,0.123188406,382
BF,133,-,+,-+,LOTR,37,3.652,1,25.83333333,Seedlings,8,0.214285714,382
BF,133,-,+,-+,LOTR,37,3.652,1,25.83333333,Adults_Y3,0,0,382
BF,133,-,+,-+,LUSE,78,20.92,1,25.83333333,Seedlings,17,0.217948718,382
BF,133,-,+,-+,LUSE,78,20.92,1,25.83333333,Adults_Y3,8,0.102564103,382
BF,133,-,+,-+,PEPR,926,0.046,1,25.83333333,Seedlings,0,0,382
BF,133,-,+,-+,PEPR,926,0.046,1,25.83333333,Adults_Y3,0,0,382
BF,133,-,+,-+,POGL,12587,0.0956,1,25.83333333,Seedlings,5,0.000397241,382
BF,133,-,+,-+,POGL,12587,0.0956,1,25.83333333,Adults_Y3,2,0.000158896,382
BF,133,-,+,-+,ZIVE,290,1.375,1,25.83333333,Seedlings,43,0.148195175,382
BF,133,-,+,-+,ZIVE,290,1.375,1,25.83333333,Adults_Y3,5,0.017231997,382
BF,138,-,-,--,ACMI,1277,0.0884,10,13.5,Seedlings,88,0.068911511,382
BF,138,-,-,--,ACMI,1277,0.0884,10,13.5,Adults_Y3,15,0.01174628,382
BF,138,-,-,--,ANMI,1244,0.0441,10,13.5,Seedlings,16,0.012857039,382
BF,138,-,-,--,ANMI,1244,0.0441,10,13.5,Adults_Y3,2,0.00160713,382
BF,138,-,-,--,ARLU,4919,0.14,10,13.5,Seedlings,41,0.008335093,382
BF,138,-,-,--,ARLU,4919,0.14,10,13.5,Adults_Y3,0,0,382
BF,138,-,-,--,ARSO,59,0.752,10,13.5,Seedlings,9,0.151785714,382
BF,138,-,-,--,ARSO,59,0.752,10,13.5,Adults_Y3,3,0.050595238,382
BF,138,-,-,--,BASA,150,8.328,10,13.5,Seedlings,2,0.013333333,382
BF,138,-,-,--,BASA,150,8.328,10,13.5,Adults_Y3,3,0.02,382
BF,138,-,-,--,ERPU,6629,0.0689,10,13.5,Seedlings,96,0.014482107,382
BF,138,-,-,--,ERPU,6629,0.0689,10,13.5,Adults_Y3,16,0.002413685,382
BF,138,-,-,--,ERUM,494,2.164286,10,13.5,Seedlings,142,0.287635715,382
BF,138,-,-,--,ERUM,494,2.164286,10,13.5,Adults_Y3,69,0.13976665,382
BF,138,-,-,--,GAAR,230,3.92,10,13.5,Seedlings,4,0.017391304,382
BF,138,-,-,--,GAAR,230,3.92,10,13.5,Adults_Y3,3,0.013043478,382
BF,138,-,-,--,GETR,127,1.354558,10,13.5,Seedlings,30,0.236700538,382
BF,138,-,-,--,GETR,127,1.354558,10,13.5,Adults_Y3,8,0.063120143,382
BF,138,-,-,--,GEVI,36,8.68,10,13.5,Seedlings,5,0.140343922,382
BF,138,-,-,--,GEVI,36,8.68,10,13.5,Adults_Y3,3,0.084206353,382
BF,138,-,-,--,HEVI,5177,0.581626,10,13.5,Seedlings,333,0.064321005,382
BF,138,-,-,--,HEVI,5177,0.581626,10,13.5,Adults_Y3,23,0.004442592,382
BF,138,-,-,--,LIRU,138,31.084,10,13.5,Seedlings,22,0.15942029,382
BF,138,-,-,--,LIRU,138,31.084,10,13.5,Adults_Y3,17,0.123188406,382
BF,138,-,-,--,LOTR,37,3.652,10,13.5,Seedlings,8,0.214285714,382
BF,138,-,-,--,LOTR,37,3.652,10,13.5,Adults_Y3,7,0.1875,382
BF,138,-,-,--,LUSE,78,20.92,10,13.5,Seedlings,33,0.423076923,382
BF,138,-,-,--,LUSE,78,20.92,10,13.5,Adults_Y3,21,0.269230769,382
BF,138,-,-,--,PEPR,926,0.046,10,13.5,Seedlings,2,0.002159001,382
BF,138,-,-,--,PEPR,926,0.046,10,13.5,Adults_Y3,0,0,382
BF,138,-,-,--,POGL,12587,0.0956,10,13.5,Seedlings,86,0.006832542,382
BF,138,-,-,--,POGL,12587,0.0956,10,13.5,Adults_Y3,1,7.94E-05,382
BF,138,-,-,--,ZIVE,290,1.375,10,13.5,Seedlings,57,0.196444767,382
BF,138,-,-,--,ZIVE,290,1.375,10,13.5,Adults_Y3,36,0.124070379,382
BF,142,+,-,+-,ACMI,1277,0.0884,75,20.41666667,Seedlings,18,0.014095536,382
BF,142,+,-,+-,ACMI,1277,0.0884,75,20.41666667,Adults_Y3,1,0.000783085,382
BF,142,+,-,+-,ANMI,1244,0.0441,75,20.41666667,Seedlings,1,0.000803565,382
BF,142,+,-,+-,ANMI,1244,0.0441,75,20.41666667,Adults_Y3,0,0,382
BF,142,+,-,+-,ARLU,4919,0.14,75,20.41666667,Seedlings,0,0,382
BF,142,+,-,+-,ARLU,4919,0.14,75,20.41666667,Adults_Y3,0,0,382
BF,142,+,-,+-,ARSO,59,0.752,75,20.41666667,Seedlings,2,0.033730159,382
BF,142,+,-,+-,ARSO,59,0.752,75,20.41666667,Adults_Y3,0,0,382
BF,142,+,-,+-,BASA,150,8.328,75,20.41666667,Seedlings,3,0.02,382
BF,142,+,-,+-,BASA,150,8.328,75,20.41666667,Adults_Y3,1,0.006666667,382
BF,142,+,-,+-,ERPU,6629,0.0689,75,20.41666667,Seedlings,12,0.001810263,382
BF,142,+,-,+-,ERPU,6629,0.0689,75,20.41666667,Adults_Y3,0,0,382
BF,142,+,-,+-,ERUM,494,2.164286,75,20.41666667,Seedlings,142,0.287635715,382
BF,142,+,-,+-,ERUM,494,2.164286,75,20.41666667,Adults_Y3,47,0.095203371,382
BF,142,+,-,+-,GAAR,230,3.92,75,20.41666667,Seedlings,1,0.004347826,382
BF,142,+,-,+-,GAAR,230,3.92,75,20.41666667,Adults_Y3,0,0,382
BF,142,+,-,+-,GETR,127,1.354558,75,20.41666667,Seedlings,14,0.110460251,382
BF,142,+,-,+-,GETR,127,1.354558,75,20.41666667,Adults_Y3,0,0,382
BF,142,+,-,+-,GEVI,36,8.68,75,20.41666667,Seedlings,6,0.168412706,382
BF,142,+,-,+-,GEVI,36,8.68,75,20.41666667,Adults_Y3,2,0.056137569,382
BF,142,+,-,+-,HEVI,5177,0.581626,75,20.41666667,Seedlings,134,0.025882927,382
BF,142,+,-,+-,HEVI,5177,0.581626,75,20.41666667,Adults_Y3,3,0.000579469,382
BF,142,+,-,+-,LIRU,138,31.084,75,20.41666667,Seedlings,57,0.413043478,382
BF,142,+,-,+-,LIRU,138,31.084,75,20.41666667,Adults_Y3,32,0.231884058,382
BF,142,+,-,+-,LOTR,37,3.652,75,20.41666667,Seedlings,7,0.1875,382
BF,142,+,-,+-,LOTR,37,3.652,75,20.41666667,Adults_Y3,1,0.026785714,382
BF,142,+,-,+-,LUSE,78,20.92,75,20.41666667,Seedlings,35,0.448717949,382
BF,142,+,-,+-,LUSE,78,20.92,75,20.41666667,Adults_Y3,15,0.192307692,382
BF,142,+,-,+-,PEPR,926,0.046,75,20.41666667,Seedlings,3,0.003238502,382
BF,142,+,-,+-,PEPR,926,0.046,75,20.41666667,Adults_Y3,1,0.001079501,382
BF,142,+,-,+-,POGL,12587,0.0956,75,20.41666667,Seedlings,3,0.000238344,382
BF,142,+,-,+-,POGL,12587,0.0956,75,20.41666667,Adults_Y3,0,0,382
BF,142,+,-,+-,ZIVE,290,1.375,75,20.41666667,Seedlings,47,0.161980773,382
BF,142,+,-,+-,ZIVE,290,1.375,75,20.41666667,Adults_Y3,4,0.013785598,382
CL,200,-,+,-+,ACMI,1277,0.0884,5,9,Seedlings,64,0.050117463,220
CL,200,-,+,-+,ACMI,1277,0.0884,5,9,Adults_Y3,26,0.020360219,220
CL,200,-,+,-+,ANMI,1244,0.0441,5,9,Seedlings,47,0.037767551,220
CL,200,-,+,-+,ANMI,1244,0.0441,5,9,Adults_Y3,10,0.008035649,220
CL,200,-,+,-+,ARLU,4919,0.14,5,9,Seedlings,88,0.017889956,220
CL,200,-,+,-+,ARLU,4919,0.14,5,9,Adults_Y3,10,0.00203295,220
CL,200,-,+,-+,ARSO,59,0.752,5,9,Seedlings,5,0.084325397,220
CL,200,-,+,-+,ARSO,59,0.752,5,9,Adults_Y3,4,0.067460317,220
CL,200,-,+,-+,BASA,150,8.328,5,9,Seedlings,10,0.066666667,220
CL,200,-,+,-+,BASA,150,8.328,5,9,Adults_Y3,8,0.053333333,220
CL,200,-,+,-+,ERPU,6629,0.0689,5,9,Seedlings,231,0.034847571,220
CL,200,-,+,-+,ERPU,6629,0.0689,5,9,Adults_Y3,143,0.021572306,220
CL,200,-,+,-+,ERUM,494,2.164286,5,9,Seedlings,96,0.194457948,220
CL,200,-,+,-+,ERUM,494,2.164286,5,9,Adults_Y3,114,0.230918814,220
CL,200,-,+,-+,GAAR,230,3.92,5,9,Seedlings,25,0.108695652,220
CL,200,-,+,-+,GAAR,230,3.92,5,9,Adults_Y3,12,0.052173913,220
CL,200,-,+,-+,GETR,127,1.354558,5,9,Seedlings,8,0.063120143,220
CL,200,-,+,-+,GETR,127,1.354558,5,9,Adults_Y3,3,0.023670054,220
CL,200,-,+,-+,GEVI,36,8.68,5,9,Seedlings,12,0.336825412,220
CL,200,-,+,-+,GEVI,36,8.68,5,9,Adults_Y3,6,0.168412706,220
CL,200,-,+,-+,HEVI,5177,0.581626,5,9,Seedlings,620,0.119756827,220
CL,200,-,+,-+,HEVI,5177,0.581626,5,9,Adults_Y3,254,0.049061668,220
CL,200,-,+,-+,LIRU,138,31.084,5,9,Seedlings,19,0.137681159,220
CL,200,-,+,-+,LIRU,138,31.084,5,9,Adults_Y3,25,0.18115942,220
CL,200,-,+,-+,LOTR,37,3.652,5,9,Seedlings,3,0.080357143,220
CL,200,-,+,-+,LOTR,37,3.652,5,9,Adults_Y3,0,0,220
CL,200,-,+,-+,LUSE,78,20.92,5,9,Seedlings,10,0.128205128,220
CL,200,-,+,-+,LUSE,78,20.92,5,9,Adults_Y3,9,0.115384615,220
CL,200,-,+,-+,PEPR,926,0.046,5,9,Seedlings,36,0.038862026,220
CL,200,-,+,-+,PEPR,926,0.046,5,9,Adults_Y3,10,0.010795007,220
CL,200,-,+,-+,POGL,12587,0.0956,5,9,Seedlings,429,0.034083262,220
CL,200,-,+,-+,POGL,12587,0.0956,5,9,Adults_Y3,150,0.011917224,220
CL,200,-,+,-+,ZIVE,290,1.375,5,9,Seedlings,111,0.382550336,220
CL,200,-,+,-+,ZIVE,290,1.375,5,9,Adults_Y3,11,0.037910394,220
CL,202,+,+,++,ACMI,1277,0.0884,85,52,Seedlings,55,0.043069695,220
CL,202,+,+,++,ACMI,1277,0.0884,85,52,Adults_Y3,11,0.008613939,220
CL,202,+,+,++,ANMI,1244,0.0441,85,52,Seedlings,9,0.007232084,220
CL,202,+,+,++,ANMI,1244,0.0441,85,52,Adults_Y3,5,0.004017825,220
CL,202,+,+,++,ARLU,4919,0.14,85,52,Seedlings,80,0.016263596,220
CL,202,+,+,++,ARLU,4919,0.14,85,52,Adults_Y3,7,0.001423065,220
CL,202,+,+,++,ARSO,59,0.752,85,52,Seedlings,4,0.067460317,220
CL,202,+,+,++,ARSO,59,0.752,85,52,Adults_Y3,2,0.033730159,220
CL,202,+,+,++,BASA,150,8.328,85,52,Seedlings,44,0.293333333,220
CL,202,+,+,++,BASA,150,8.328,85,52,Adults_Y3,27,0.18,220
CL,202,+,+,++,ERPU,6629,0.0689,85,52,Seedlings,57,0.008598751,220
CL,202,+,+,++,ERPU,6629,0.0689,85,52,Adults_Y3,2,0.000301711,220
CL,202,+,+,++,ERUM,494,2.164286,85,52,Seedlings,169,0.342327013,220
CL,202,+,+,++,ERUM,494,2.164286,85,52,Adults_Y3,51,0.103305785,220
CL,202,+,+,++,GAAR,230,3.92,85,52,Seedlings,54,0.234782609,220
CL,202,+,+,++,GAAR,230,3.92,85,52,Adults_Y3,17,0.073913043,220
CL,202,+,+,++,GETR,127,1.354558,85,52,Seedlings,26,0.205140466,220
CL,202,+,+,++,GETR,127,1.354558,85,52,Adults_Y3,5,0.03945009,220
CL,202,+,+,++,GEVI,36,8.68,85,52,Seedlings,26,0.729788392,220
CL,202,+,+,++,GEVI,36,8.68,85,52,Adults_Y3,4,0.112275137,220
CL,202,+,+,++,HEVI,5177,0.581626,85,52,Seedlings,294,0.056787915,220
