SiteCode,Plot,Competition,Rodents,Trt,Species,Fecundity,SeedSize_mg,Graminoid,Litterdepth,Year,numb,prec1,prod_m2
CL,202,+,+,++,HEVI,5177,0.581626,85,52,Adults_Y3,7,0.001352093,220
CL,202,+,+,++,LIRU,138,31.084,85,52,Seedlings,31,0.224637681,220
CL,202,+,+,++,LIRU,138,31.084,85,52,Adults_Y3,29,0.210144928,220
CL,202,+,+,++,LOTR,37,3.652,85,52,Seedlings,2,0.053571429,220
CL,202,+,+,++,LOTR,37,3.652,85,52,Adults_Y3,0,0,220
CL,202,+,+,++,LUSE,78,20.92,85,52,Seedlings,37,0.474358974,220
CL,202,+,+,++,LUSE,78,20.92,85,52,Adults_Y3,12,0.153846154,220
CL,202,+,+,++,PEPR,926,0.046,85,52,Seedlings,6,0.006477004,220
CL,202,+,+,++,PEPR,926,0.046,85,52,Adults_Y3,0,0,220
CL,202,+,+,++,POGL,12587,0.0956,85,52,Seedlings,140,0.011122743,220
CL,202,+,+,++,POGL,12587,0.0956,85,52,Adults_Y3,4,0.000317793,220
CL,202,+,+,++,ZIVE,290,1.375,85,52,Seedlings,50,0.172319971,220
CL,202,+,+,++,ZIVE,290,1.375,85,52,Adults_Y3,0,0,220
CL,207,+,-,+-,ACMI,1277,0.0884,85,39,Seedlings,80,0.062646829,220
CL,207,+,-,+-,ACMI,1277,0.0884,85,39,Adults_Y3,12,0.009397024,220
CL,207,+,-,+-,ANMI,1244,0.0441,85,39,Seedlings,18,0.014464168,220
CL,207,+,-,+-,ANMI,1244,0.0441,85,39,Adults_Y3,2,0.00160713,220
CL,207,+,-,+-,ARLU,4919,0.14,85,39,Seedlings,66,0.013417467,220
CL,207,+,-,+-,ARLU,4919,0.14,85,39,Adults_Y3,7,0.001423065,220
CL,207,+,-,+-,ARSO,59,0.752,85,39,Seedlings,5,0.084325397,220
CL,207,+,-,+-,ARSO,59,0.752,85,39,Adults_Y3,1,0.016865079,220
CL,207,+,-,+-,BASA,150,8.328,85,39,Seedlings,28,0.186666667,220
CL,207,+,-,+-,BASA,150,8.328,85,39,Adults_Y3,29,0.193333333,220
CL,207,+,-,+-,ERPU,6629,0.0689,85,39,Seedlings,117,0.017650068,220
CL,207,+,-,+-,ERPU,6629,0.0689,85,39,Adults_Y3,1,0.000150855,220
CL,207,+,-,+-,ERUM,494,2.164286,85,39,Seedlings,150,0.303840544,220
CL,207,+,-,+-,ERUM,494,2.164286,85,39,Adults_Y3,52,0.105331389,220
CL,207,+,-,+-,GAAR,230,3.92,85,39,Seedlings,22,0.095652174,220
CL,207,+,-,+-,GAAR,230,3.92,85,39,Adults_Y3,12,0.052173913,220
CL,207,+,-,+-,GETR,127,1.354558,85,39,Seedlings,11,0.086790197,220
CL,207,+,-,+-,GETR,127,1.354558,85,39,Adults_Y3,6,0.047340108,220
CL,207,+,-,+-,GEVI,36,8.68,85,39,Seedlings,18,0.505238118,220
CL,207,+,-,+-,GEVI,36,8.68,85,39,Adults_Y3,9,0.252619059,220
CL,207,+,-,+-,HEVI,5177,0.581626,85,39,Seedlings,229,0.044232763,220
CL,207,+,-,+-,HEVI,5177,0.581626,85,39,Adults_Y3,9,0.001738406,220
CL,207,+,-,+-,LIRU,138,31.084,85,39,Seedlings,44,0.31884058,220
CL,207,+,-,+-,LIRU,138,31.084,85,39,Adults_Y3,36,0.260869565,220
CL,207,+,-,+-,LOTR,37,3.652,85,39,Seedlings,7,0.1875,220
CL,207,+,-,+-,LOTR,37,3.652,85,39,Adults_Y3,1,0.026785714,220
CL,207,+,-,+-,LUSE,78,20.92,85,39,Seedlings,39,0.5,220
CL,207,+,-,+-,LUSE,78,20.92,85,39,Adults_Y3,14,0.179487179,220
CL,207,+,-,+-,PEPR,926,0.046,85,39,Seedlings,6,0.006477004,220
CL,207,+,-,+-,PEPR,926,0.046,85,39,Adults_Y3,1,0.001079501,220
CL,207,+,-,+-,POGL,12587,0.0956,85,39,Seedlings,106,0.008421505,220
CL,207,+,-,+-,POGL,12587,0.0956,85,39,Adults_Y3,5,0.000397241,220
CL,207,+,-,+-,ZIVE,290,1.375,85,39,Seedlings,73,0.251587158,220
CL,207,+,-,+-,ZIVE,290,1.375,85,39,Adults_Y3,0,0,220
CL,209,-,-,--,ACMI,1277,0.0884,7,21.25,Seedlings,103,0.080657792,220
CL,209,-,-,--,ACMI,1277,0.0884,7,21.25,Adults_Y3,38,0.029757244,220
CL,209,-,-,--,ANMI,1244,0.0441,7,21.25,Seedlings,17,0.013660603,220
CL,209,-,-,--,ANMI,1244,0.0441,7,21.25,Adults_Y3,7,0.005624954,220
CL,209,-,-,--,ARLU,4919,0.14,7,21.25,Seedlings,197,0.040049105,220
CL,209,-,-,--,ARLU,4919,0.14,7,21.25,Adults_Y3,49,0.009961453,220
CL,209,-,-,--,ARSO,59,0.752,7,21.25,Seedlings,3,0.050595238,220
CL,209,-,-,--,ARSO,59,0.752,7,21.25,Adults_Y3,2,0.033730159,220
CL,209,-,-,--,BASA,150,8.328,7,21.25,Seedlings,34,0.226666667,220
CL,209,-,-,--,BASA,150,8.328,7,21.25,Adults_Y3,20,0.133333333,220
CL,209,-,-,--,ERPU,6629,0.0689,7,21.25,Seedlings,212,0.03198132,220
CL,209,-,-,--,ERPU,6629,0.0689,7,21.25,Adults_Y3,86,0.012973554,220
CL,209,-,-,--,ERUM,494,2.164286,7,21.25,Seedlings,208,0.421325555,220
CL,209,-,-,--,ERUM,494,2.164286,7,21.25,Adults_Y3,119,0.241046832,220
CL,209,-,-,--,GAAR,230,3.92,7,21.25,Seedlings,54,0.234782609,220
CL,209,-,-,--,GAAR,230,3.92,7,21.25,Adults_Y3,28,0.12173913,220
CL,209,-,-,--,GETR,127,1.354558,7,21.25,Seedlings,15,0.118350269,220
CL,209,-,-,--,GETR,127,1.354558,7,21.25,Adults_Y3,14,0.110460251,220
CL,209,-,-,--,GEVI,36,8.68,7,21.25,Seedlings,10,0.280687843,220
CL,209,-,-,--,GEVI,36,8.68,7,21.25,Adults_Y3,7,0.19648149,220
CL,209,-,-,--,HEVI,5177,0.581626,7,21.25,Seedlings,549,0.106042738,220
CL,209,-,-,--,HEVI,5177,0.581626,7,21.25,Adults_Y3,164,0.031677612,220
CL,209,-,-,--,LIRU,138,31.084,7,21.25,Seedlings,52,0.376811594,220
CL,209,-,-,--,LIRU,138,31.084,7,21.25,Adults_Y3,44,0.31884058,220
CL,209,-,-,--,LOTR,37,3.652,7,21.25,Seedlings,8,0.214285714,220
CL,209,-,-,--,LOTR,37,3.652,7,21.25,Adults_Y3,5,0.133928571,220
CL,209,-,-,--,LUSE,78,20.92,7,21.25,Seedlings,54,0.692307692,220
CL,209,-,-,--,LUSE,78,20.92,7,21.25,Adults_Y3,10,0.128205128,220
CL,209,-,-,--,PEPR,926,0.046,7,21.25,Seedlings,48,0.051816035,220
CL,209,-,-,--,PEPR,926,0.046,7,21.25,Adults_Y3,11,0.011874508,220
CL,209,-,-,--,POGL,12587,0.0956,7,21.25,Seedlings,625,0.049655102,220
CL,209,-,-,--,POGL,12587,0.0956,7,21.25,Adults_Y3,134,0.010646054,220
CL,209,-,-,--,ZIVE,290,1.375,7,21.25,Seedlings,28,0.096499184,220
CL,209,-,-,--,ZIVE,290,1.375,7,21.25,Adults_Y3,4,0.013785598,220
CN,220,-,+,-+,ACMI,1277,0.0884,20,6,Seedlings,97,0.07595928,256.8
CN,220,-,+,-+,ACMI,1277,0.0884,20,6,Adults_Y3,8,0.006264683,256.8
CN,220,-,+,-+,ANMI,1244,0.0441,20,6,Seedlings,33,0.026517642,256.8
CN,220,-,+,-+,ANMI,1244,0.0441,20,6,Adults_Y3,1,0.000803565,256.8
CN,220,-,+,-+,ARLU,4919,0.14,20,6,Seedlings,99,0.0201262,256.8
CN,220,-,+,-+,ARLU,4919,0.14,20,6,Adults_Y3,5,0.001016475,256.8
CN,220,-,+,-+,ARSO,59,0.752,20,6,Seedlings,6,0.101190476,256.8
CN,220,-,+,-+,ARSO,59,0.752,20,6,Adults_Y3,0,0,256.8
CN,220,-,+,-+,BASA,150,8.328,20,6,Seedlings,19,0.126666667,256.8
CN,220,-,+,-+,BASA,150,8.328,20,6,Adults_Y3,8,0.053333333,256.8
CN,220,-,+,-+,ERPU,6629,0.0689,20,6,Seedlings,131,0.019762042,256.8
CN,220,-,+,-+,ERPU,6629,0.0689,20,6,Adults_Y3,18,0.002715395,256.8
CN,220,-,+,-+,ERUM,494,2.164286,20,6,Seedlings,196,0.397018311,256.8
CN,220,-,+,-+,ERUM,494,2.164286,20,6,Adults_Y3,23,0.046588883,256.8
CN,220,-,+,-+,GAAR,230,3.92,20,6,Seedlings,34,0.147826087,256.8
CN,220,-,+,-+,GAAR,230,3.92,20,6,Adults_Y3,10,0.043478261,256.8
CN,220,-,+,-+,GETR,127,1.354558,20,6,Seedlings,5,0.03945009,256.8
CN,220,-,+,-+,GETR,127,1.354558,20,6,Adults_Y3,2,0.015780036,256.8
CN,220,-,+,-+,GEVI,36,8.68,20,6,Seedlings,10,0.280687843,256.8
CN,220,-,+,-+,GEVI,36,8.68,20,6,Adults_Y3,1,0.028068784,256.8
CN,220,-,+,-+,HEVI,5177,0.581626,20,6,Seedlings,300,0.057946852,256.8
CN,220,-,+,-+,HEVI,5177,0.581626,20,6,Adults_Y3,6,0.001158937,256.8
CN,220,-,+,-+,LIRU,138,31.084,20,6,Seedlings,19,0.137681159,256.8
CN,220,-,+,-+,LIRU,138,31.084,20,6,Adults_Y3,5,0.036231884,256.8
CN,220,-,+,-+,LOTR,37,3.652,20,6,Seedlings,2,0.053571429,256.8
CN,220,-,+,-+,LOTR,37,3.652,20,6,Adults_Y3,0,0,256.8
CN,220,-,+,-+,LUSE,78,20.92,20,6,Seedlings,16,0.205128205,256.8
CN,220,-,+,-+,LUSE,78,20.92,20,6,Adults_Y3,3,0.038461538,256.8
CN,220,-,+,-+,PEPR,926,0.046,20,6,Seedlings,11,0.011874508,256.8
CN,220,-,+,-+,PEPR,926,0.046,20,6,Adults_Y3,0,0,256.8
CN,220,-,+,-+,POGL,12587,0.0956,20,6,Seedlings,941,0.074760721,256.8
CN,220,-,+,-+,POGL,12587,0.0956,20,6,Adults_Y3,54,0.004290201,256.8
CN,220,-,+,-+,ZIVE,290,1.375,20,6,Seedlings,74,0.255033557,256.8
CN,220,-,+,-+,ZIVE,290,1.375,20,6,Adults_Y3,4,0.013785598,256.8
CN,223,+,+,++,ACMI,1277,0.0884,65,12,Seedlings,83,0.064996085,256.8
CN,223,+,+,++,ACMI,1277,0.0884,65,12,Adults_Y3,2,0.001566171,256.8
CN,223,+,+,++,ANMI,1244,0.0441,65,12,Seedlings,108,0.08678501,256.8
CN,223,+,+,++,ANMI,1244,0.0441,65,12,Adults_Y3,23,0.018481993,256.8
CN,223,+,+,++,ARLU,4919,0.14,65,12,Seedlings,118,0.023988804,256.8
CN,223,+,+,++,ARLU,4919,0.14,65,12,Adults_Y3,0,0,256.8
CN,223,+,+,++,ARSO,59,0.752,65,12,Seedlings,5,0.084325397,256.8
CN,223,+,+,++,ARSO,59,0.752,65,12,Adults_Y3,1,0.016865079,256.8
CN,223,+,+,++,BASA,150,8.328,65,12,Seedlings,29,0.193333333,256.8
CN,223,+,+,++,BASA,150,8.328,65,12,Adults_Y3,25,0.166666667,256.8
CN,223,+,+,++,ERPU,6629,0.0689,65,12,Seedlings,185,0.027908228,256.8
CN,223,+,+,++,ERPU,6629,0.0689,65,12,Adults_Y3,10,0.001508553,256.8
CN,223,+,+,++,ERUM,494,2.164286,65,12,Seedlings,129,0.261302868,256.8
CN,223,+,+,++,ERUM,494,2.164286,65,12,Adults_Y3,3,0.006076811,256.8
CN,223,+,+,++,GAAR,230,3.92,65,12,Seedlings,9,0.039130435,256.8
CN,223,+,+,++,GAAR,230,3.92,65,12,Adults_Y3,2,0.008695652,256.8
CN,223,+,+,++,GETR,127,1.354558,65,12,Seedlings,7,0.055230126,256.8
CN,223,+,+,++,GETR,127,1.354558,65,12,Adults_Y3,0,0,256.8
CN,223,+,+,++,GEVI,36,8.68,65,12,Seedlings,14,0.39296298,256.8
CN,223,+,+,++,GEVI,36,8.68,65,12,Adults_Y3,1,0.028068784,256.8
CN,223,+,+,++,HEVI,5177,0.581626,65,12,Seedlings,274,0.052924791,256.8
CN,223,+,+,++,HEVI,5177,0.581626,65,12,Adults_Y3,0,0,256.8
CN,223,+,+,++,LIRU,138,31.084,65,12,Seedlings,38,0.275362319,256.8
CN,223,+,+,++,LIRU,138,31.084,65,12,Adults_Y3,21,0.152173913,256.8
CN,223,+,+,++,LOTR,37,3.652,65,12,Seedlings,5,0.133928571,256.8
CN,223,+,+,++,LOTR,37,3.652,65,12,Adults_Y3,3,0.080357143,256.8
CN,223,+,+,++,LUSE,78,20.92,65,12,Seedlings,13,0.166666667,256.8
CN,223,+,+,++,LUSE,78,20.92,65,12,Adults_Y3,3,0.038461538,256.8
CN,223,+,+,++,PEPR,926,0.046,65,12,Seedlings,16,0.017272012,256.8
CN,223,+,+,++,PEPR,926,0.046,65,12,Adults_Y3,0,0,256.8
CN,223,+,+,++,POGL,12587,0.0956,65,12,Seedlings,899,0.071423898,256.8
CN,223,+,+,++,POGL,12587,0.0956,65,12,Adults_Y3,11,0.00087393,256.8
CN,223,+,+,++,ZIVE,290,1.375,65,12,Seedlings,66,0.227462362,256.8
CN,223,+,+,++,ZIVE,290,1.375,65,12,Adults_Y3,4,0.013785598,256.8
CN,234,-,-,--,ACMI,1277,0.0884,30,14,Seedlings,9,0.007047768,256.8
CN,234,-,-,--,ACMI,1277,0.0884,30,14,Adults_Y3,0,0,256.8
CN,234,-,-,--,ANMI,1244,0.0441,30,14,Seedlings,7,0.005624954,256.8
CN,234,-,-,--,ANMI,1244,0.0441,30,14,Adults_Y3,1,0.000803565,256.8
CN,234,-,-,--,ARLU,4919,0.14,30,14,Seedlings,62,0.012604287,256.8
CN,234,-,-,--,ARLU,4919,0.14,30,14,Adults_Y3,1,0.000203295,256.8
CN,234,-,-,--,ARSO,59,0.752,30,14,Seedlings,15,0.25297619,256.8
CN,234,-,-,--,ARSO,59,0.752,30,14,Adults_Y3,6,0.101190476,256.8
CN,234,-,-,--,BASA,150,8.328,30,14,Seedlings,37,0.246666667,256.8
CN,234,-,-,--,BASA,150,8.328,30,14,Adults_Y3,18,0.12,256.8
CN,234,-,-,--,ERPU,6629,0.0689,30,14,Seedlings,233,0.035149281,256.8
CN,234,-,-,--,ERPU,6629,0.0689,30,14,Adults_Y3,17,0.00256454,256.8
CN,234,-,-,--,ERUM,494,2.164286,30,14,Seedlings,155,0.313968563,256.8
CN,234,-,-,--,ERUM,494,2.164286,30,14,Adults_Y3,9,0.018230433,256.8
CN,234,-,-,--,GAAR,230,3.92,30,14,Seedlings,39,0.169565217,256.8
CN,234,-,-,--,GAAR,230,3.92,30,14,Adults_Y3,8,0.034782609,256.8
CN,234,-,-,--,GETR,127,1.354558,30,14,Seedlings,5,0.03945009,256.8
CN,234,-,-,--,GETR,127,1.354558,30,14,Adults_Y3,0,0,256.8
CN,234,-,-,--,GEVI,36,8.68,30,14,Seedlings,10,0.280687843,256.8
CN,234,-,-,--,GEVI,36,8.68,30,14,Adults_Y3,4,0.112275137,256.8
CN,234,-,-,--,HEVI,5177,0.581626,30,14,Seedlings,385,0.074365126,256.8
CN,234,-,-,--,HEVI,5177,0.581626,30,14,Adults_Y3,16,0.003090499,256.8
CN,234,-,-,--,LIRU,138,31.084,30,14,Seedlings,34,0.246376812,256.8
CN,234,-,-,--,LIRU,138,31.084,30,14,Adults_Y3,15,0.108695652,256.8
CN,234,-,-,--,LOTR,37,3.652,30,14,Seedlings,4,0.107142857,256.8
CN,234,-,-,--,LOTR,37,3.652,30,14,Adults_Y3,0,0,256.8
CN,234,-,-,--,LUSE,78,20.92,30,14,Seedlings,32,0.41025641,256.8
CN,234,-,-,--,LUSE,78,20.92,30,14,Adults_Y3,9,0.115384615,256.8
CN,234,-,-,--,PEPR,926,0.046,30,14,Seedlings,5,0.005397504,256.8
CN,234,-,-,--,PEPR,926,0.046,30,14,Adults_Y3,1,0.001079501,256.8
CN,234,-,-,--,POGL,12587,0.0956,30,14,Seedlings,606,0.048145586,256.8
CN,234,-,-,--,POGL,12587,0.0956,30,14,Adults_Y3,36,0.002860134,256.8
CN,234,-,-,--,ZIVE,290,1.375,30,14,Seedlings,44,0.151641574,256.8
CN,234,-,-,--,ZIVE,290,1.375,30,14,Adults_Y3,7,0.024124796,256.8
CN,235,+,-,+-,ACMI,1277,0.0884,70,14,Seedlings,55,0.043069695,256.8
CN,235,+,-,+-,ACMI,1277,0.0884,70,14,Adults_Y3,0,0,256.8
CN,235,+,-,+-,ANMI,1244,0.0441,70,14,Seedlings,15,0.012053474,256.8
CN,235,+,-,+-,ANMI,1244,0.0441,70,14,Adults_Y3,0,0,256.8
CN,235,+,-,+-,ARLU,4919,0.14,70,14,Seedlings,124,0.025208574,256.8
CN,235,+,-,+-,ARLU,4919,0.14,70,14,Adults_Y3,1,0.000203295,256.8
CN,235,+,-,+-,ARSO,59,0.752,70,14,Seedlings,30,0.505952381,256.8
CN,235,+,-,+-,ARSO,59,0.752,70,14,Adults_Y3,1,0.016865079,256.8
CN,235,+,-,+-,BASA,150,8.328,70,14,Seedlings,42,0.28,256.8
CN,235,+,-,+-,BASA,150,8.328,70,14,Adults_Y3,8,0.053333333,256.8
CN,235,+,-,+-,ERPU,6629,0.0689,70,14,Seedlings,158,0.023835135,256.8
CN,235,+,-,+-,ERPU,6629,0.0689,70,14,Adults_Y3,4,0.000603421,256.8
CN,235,+,-,+-,ERUM,494,2.164286,70,14,Seedlings,217,0.439555988,256.8
CN,235,+,-,+-,ERUM,494,2.164286,70,14,Adults_Y3,6,0.012153622,256.8
CN,235,+,-,+-,GAAR,230,3.92,70,14,Seedlings,25,0.108695652,256.8
CN,235,+,-,+-,GAAR,230,3.92,70,14,Adults_Y3,6,0.026086957,256.8
CN,235,+,-,+-,GETR,127,1.354558,70,14,Seedlings,12,0.094680215,256.8
CN,235,+,-,+-,GETR,127,1.354558,70,14,Adults_Y3,0,0,256.8
CN,235,+,-,+-,GEVI,36,8.68,70,14,Seedlings,10,0.280687843,256.8
CN,235,+,-,+-,GEVI,36,8.68,70,14,Adults_Y3,3,0.084206353,256.8
CN,235,+,-,+-,HEVI,5177,0.581626,70,14,Seedlings,607,0.117245796,256.8
CN,235,+,-,+-,HEVI,5177,0.581626,70,14,Adults_Y3,0,0,256.8
CN,235,+,-,+-,LIRU,138,31.084,70,14,Seedlings,51,0.369565217,256.8
CN,235,+,-,+-,LIRU,138,31.084,70,14,Adults_Y3,31,0.224637681,256.8
CN,235,+,-,+-,LOTR,37,3.652,70,14,Seedlings,6,0.160714286,256.8
CN,235,+,-,+-,LOTR,37,3.652,70,14,Adults_Y3,3,0.080357143,256.8
CN,235,+,-,+-,LUSE,78,20.92,70,14,Seedlings,27,0.346153846,256.8
CN,235,+,-,+-,LUSE,78,20.92,70,14,Adults_Y3,3,0.038461538,256.8
CN,235,+,-,+-,PEPR,926,0.046,70,14,Seedlings,7,0.007556505,256.8
CN,235,+,-,+-,PEPR,926,0.046,70,14,Adults_Y3,0,0,256.8
CN,235,+,-,+-,POGL,12587,0.0956,70,14,Seedlings,738,0.058632744,256.8
CN,235,+,-,+-,POGL,12587,0.0956,70,14,Adults_Y3,18,0.001430067,256.8
CN,235,+,-,+-,ZIVE,290,1.375,70,14,Seedlings,117,0.403228732,256.8
CN,235,+,-,+-,ZIVE,290,1.375,70,14,Adults_Y3,1,0.003446399,256.8
DR,102,+,+,++,ACMI,1277,0.0884,35,0.4,Seedlings,86,0.067345341,90.4
DR,102,+,+,++,ACMI,1277,0.0884,35,0.4,Adults_Y3,2,0.001566171,90.4
DR,102,+,+,++,ANMI,1244,0.0441,35,0.4,Seedlings,48,0.038571116,90.4
DR,102,+,+,++,ANMI,1244,0.0441,35,0.4,Adults_Y3,3,0.002410695,90.4
DR,102,+,+,++,ARLU,4919,0.14,35,0.4,Seedlings,39,0.007928503,90.4
DR,102,+,+,++,ARLU,4919,0.14,35,0.4,Adults_Y3,0,0,90.4
DR,102,+,+,++,ARSO,59,0.752,35,0.4,Seedlings,1,0.016865079,90.4
DR,102,+,+,++,ARSO,59,0.752,35,0.4,Adults_Y3,0,0,90.4
DR,102,+,+,++,BASA,150,8.328,35,0.4,Seedlings,17,0.113333333,90.4
DR,102,+,+,++,BASA,150,8.328,35,0.4,Adults_Y3,0,0,90.4
DR,102,+,+,++,ERPU,6629,0.0689,35,0.4,Seedlings,275,0.041485203,90.4
DR,102,+,+,++,ERPU,6629,0.0689,35,0.4,Adults_Y3,50,0.007542764,90.4
DR,102,+,+,++,ERUM,494,2.164286,35,0.4,Seedlings,70,0.141792254,90.4
DR,102,+,+,++,ERUM,494,2.164286,35,0.4,Adults_Y3,2,0.004051207,90.4
DR,102,+,+,++,GAAR,230,3.92,35,0.4,Seedlings,6,0.026086957,90.4
DR,102,+,+,++,GAAR,230,3.92,35,0.4,Adults_Y3,1,0.004347826,90.4
DR,102,+,+,++,GETR,127,1.354558,35,0.4,Seedlings,1,0.007890018,90.4
DR,102,+,+,++,GETR,127,1.354558,35,0.4,Adults_Y3,1,0.007890018,90.4
DR,102,+,+,++,GEVI,36,8.68,35,0.4,Seedlings,2,0.056137569,90.4
DR,102,+,+,++,GEVI,36,8.68,35,0.4,Adults_Y3,0,0,90.4
DR,102,+,+,++,HEVI,5177,0.581626,35,0.4,Seedlings,357,0.068956753,90.4
DR,102,+,+,++,HEVI,5177,0.581626,35,0.4,Adults_Y3,0,0,90.4
DR,102,+,+,++,LIRU,138,31.084,35,0.4,Seedlings,2,0.014492754,90.4
DR,102,+,+,++,LIRU,138,31.084,35,0.4,Adults_Y3,0,0,90.4
DR,102,+,+,++,LOTR,37,3.652,35,0.4,Seedlings,4,0.107142857,90.4
DR,102,+,+,++,LOTR,37,3.652,35,0.4,Adults_Y3,0,0,90.4
DR,102,+,+,++,LUSE,78,20.92,35,0.4,Seedlings,1,0.012820513,90.4
DR,102,+,+,++,LUSE,78,20.92,35,0.4,Adults_Y3,0,0,90.4
DR,102,+,+,++,PEPR,926,0.046,35,0.4,Seedlings,23,0.024828517,90.4
DR,102,+,+,++,PEPR,926,0.046,35,0.4,Adults_Y3,0,0,90.4
DR,102,+,+,++,POGL,12587,0.0956,35,0.4,Seedlings,149,0.011837776,90.4
DR,102,+,+,++,POGL,12587,0.0956,35,0.4,Adults_Y3,2,0.000158896,90.4
DR,102,+,+,++,ZIVE,290,1.375,35,0.4,Seedlings,16,0.055142391,90.4
DR,102,+,+,++,ZIVE,290,1.375,35,0.4,Adults_Y3,2,0.006892799,90.4
DR,110,-,+,-+,ACMI,1277,0.0884,15,0.8,Seedlings,44,0.034455756,90.4
DR,110,-,+,-+,ACMI,1277,0.0884,15,0.8,Adults_Y3,48,0.037588097,90.4
DR,110,-,+,-+,ANMI,1244,0.0441,15,0.8,Seedlings,3,0.002410695,90.4
DR,110,-,+,-+,ANMI,1244,0.0441,15,0.8,Adults_Y3,4,0.00321426,90.4
DR,110,-,+,-+,ARLU,4919,0.14,15,0.8,Seedlings,58,0.011791107,90.4
DR,110,-,+,-+,ARLU,4919,0.14,15,0.8,Adults_Y3,0,0,90.4
DR,110,-,+,-+,ARSO,59,0.752,15,0.8,Seedlings,2,0.033730159,90.4
DR,110,-,+,-+,ARSO,59,0.752,15,0.8,Adults_Y3,1,0.016865079,90.4
DR,110,-,+,-+,BASA,150,8.328,15,0.8,Seedlings,1,0.006666667,90.4
DR,110,-,+,-+,BASA,150,8.328,15,0.8,Adults_Y3,0,0,90.4
DR,110,-,+,-+,ERPU,6629,0.0689,15,0.8,Seedlings,211,0.031830465,90.4
DR,110,-,+,-+,ERPU,6629,0.0689,15,0.8,Adults_Y3,71,0.010710725,90.4
DR,110,-,+,-+,ERUM,494,2.164286,15,0.8,Seedlings,113,0.22889321,90.4
DR,110,-,+,-+,ERUM,494,2.164286,15,0.8,Adults_Y3,30,0.060768109,90.4
DR,110,-,+,-+,GAAR,230,3.92,15,0.8,Seedlings,14,0.060869565,90.4
DR,110,-,+,-+,GAAR,230,3.92,15,0.8,Adults_Y3,5,0.02173913,90.4
DR,110,-,+,-+,GETR,127,1.354558,15,0.8,Seedlings,5,0.03945009,90.4
DR,110,-,+,-+,GETR,127,1.354558,15,0.8,Adults_Y3,1,0.007890018,90.4
DR,110,-,+,-+,GEVI,36,8.68,15,0.8,Seedlings,1,0.028068784,90.4
DR,110,-,+,-+,GEVI,36,8.68,15,0.8,Adults_Y3,2,0.056137569,90.4
DR,110,-,+,-+,HEVI,5177,0.581626,15,0.8,Seedlings,426,0.082284529,90.4
DR,110,-,+,-+,HEVI,5177,0.581626,15,0.8,Adults_Y3,154,0.02974605,90.4
DR,110,-,+,-+,LIRU,138,31.084,15,0.8,Seedlings,1,0.007246377,90.4
DR,110,-,+,-+,LIRU,138,31.084,15,0.8,Adults_Y3,0,0,90.4
DR,110,-,+,-+,LOTR,37,3.652,15,0.8,Seedlings,3,0.080357143,90.4
DR,110,-,+,-+,LOTR,37,3.652,15,0.8,Adults_Y3,0,0,90.4
DR,110,-,+,-+,LUSE,78,20.92,15,0.8,Seedlings,7,0.08974359,90.4
DR,110,-,+,-+,LUSE,78,20.92,15,0.8,Adults_Y3,1,0.012820513,90.4
DR,110,-,+,-+,PEPR,926,0.046,15,0.8,Seedlings,0,0,90.4
DR,110,-,+,-+,PEPR,926,0.046,15,0.8,Adults_Y3,0,0,90.4
DR,110,-,+,-+,POGL,12587,0.0956,15,0.8,Seedlings,2,0.000158896,90.4
DR,110,-,+,-+,POGL,12587,0.0956,15,0.8,Adults_Y3,0,0,90.4
DR,110,-,+,-+,ZIVE,290,1.375,15,0.8,Seedlings,0,0,90.4
DR,110,-,+,-+,ZIVE,290,1.375,15,0.8,Adults_Y3,0,0,90.4
DR,120,+,-,+-,ACMI,1277,0.0884,30,1.6,Seedlings,146,0.114330462,90.4
DR,120,+,-,+-,ACMI,1277,0.0884,30,1.6,Adults_Y3,71,0.05559906,90.4
DR,120,+,-,+-,ANMI,1244,0.0441,30,1.6,Seedlings,26,0.020892688,90.4
DR,120,+,-,+-,ANMI,1244,0.0441,30,1.6,Adults_Y3,0,0,90.4
DR,120,+,-,+-,ARLU,4919,0.14,30,1.6,Seedlings,127,0.025818459,90.4
DR,120,+,-,+-,ARLU,4919,0.14,30,1.6,Adults_Y3,0,0,90.4
DR,120,+,-,+-,ARSO,59,0.752,30,1.6,Seedlings,1,0.016865079,90.4
DR,120,+,-,+-,ARSO,59,0.752,30,1.6,Adults_Y3,0,0,90.4
DR,120,+,-,+-,BASA,150,8.328,30,1.6,Seedlings,4,0.026666667,90.4
DR,120,+,-,+-,BASA,150,8.328,30,1.6,Adults_Y3,3,0.02,90.4
DR,120,+,-,+-,ERPU,6629,0.0689,30,1.6,Seedlings,284,0.042842901,90.4
DR,120,+,-,+-,ERPU,6629,0.0689,30,1.6,Adults_Y3,14,0.002111974,90.4
DR,120,+,-,+-,ERUM,494,2.164286,30,1.6,Seedlings,58,0.117485011,90.4
DR,120,+,-,+-,ERUM,494,2.164286,30,1.6,Adults_Y3,11,0.02228164,90.4
DR,120,+,-,+-,GAAR,230,3.92,30,1.6,Seedlings,18,0.07826087,90.4
DR,120,+,-,+-,GAAR,230,3.92,30,1.6,Adults_Y3,4,0.017391304,90.4
DR,120,+,-,+-,GETR,127,1.354558,30,1.6,Seedlings,6,0.047340108,90.4
DR,120,+,-,+-,GETR,127,1.354558,30,1.6,Adults_Y3,1,0.007890018,90.4
